ESTADO,CIDADE,ESTAÇÃO,TIPO,Certificação,STATUS,POLUENTES MONITORADOS,LATITUDE,LONGITUDE,FONTE
AM,Presidente Figueiredo,SEMA_DCAM_49,Automática,Não Certificada,Ativa,MP10,-2.04971,-60.00384,Consulta 2024
AM,Presidente Figueiredo,SEMA_DCAM_49,Automática,Não Certificada,Ativa,MP25,-2.04971,-60.00384,Consulta 2024
AM,Rio Preto da Eva,SEMA_DCAM_50,Automática,Não Certificada,Ativa,MP10,-2.69625,-59.70243,Consulta 2024
AM,Rio Preto da Eva,SEMA_DCAM_51,Automática,Não Certificada,Ativa,MP25,-2.69625,-59.70243,Consulta 2024
AM,São Sebastião do Uatumã,SEMA_DCAM_55,Automática,Não Certificada,Ativa,MP10,-2.56276,-57.87267,Consulta 2024
AM,São Sebastião do Uatumã,SEMA_DCAM_56,Automática,Não Certificada,Ativa,MP25,-2.56276,-57.87267,Consulta 2024
AM,Urucará,SEMA_DCAM_02,Automática,Não Certificada,Ativa,MP10,-2.53746,-57.76173,Consulta 2024
AM,Urucará,SEMA_DCAM_03,Automática,Não Certificada,Ativa,MP25,-2.53746,-57.76173,Consulta 2024
AM,Boa vista do Ramos,SEMA_DCAM_21,Automática,Não Certificada,Ativa,MP10,-2.96788,-57.58712,Consulta 2024
AM,Boa vista do Ramos,SEMA_DCAM_21,Automática,Não Certificada,Ativa,MP25,-2.96788,-57.58712,Consulta 2024
AM,Apuí,SEMA_DCAM_04,Automática,Não Certificada,Ativa,MP10,-7.19987,-59.89182,Consulta 2024
AM,Apuí,SEMA_DCAM_04,Automática,Não Certificada,Ativa,MP25,-7.19987,-59.89182,Consulta 2024
AM,Jutaí,SEMA_DCAM_41,Automática,Não Certificada,Ativa,MP10,-2.75073,-66.77544,Consulta 2024
AM,Jutaí,SEMA_DCAM_41,Automática,Não Certificada,Ativa,MP25,-2.75073,-66.77544,Consulta 2024
AM,Manicoré,SEMA_DCAM_11,Automática,Não Certificada,Ativa,MP10,-5.82347,-61.29023,Consulta 2024
AM,Manicoré,SEMA_DCAM_11,Automática,Não Certificada,Ativa,MP25,-5.82347,-61.29023,Consulta 2024
AM,Autazes,SEMA_DCAM_08,Automática,Não Certificada,Ativa,MP10,-3.57962,-59.13985,Consulta 2024
AM,Autazes,SEMA_DCAM_08,Automática,Não Certificada,Ativa,MP25,-3.57962,-59.13985,Consulta 2024
AM,Careiro Castanho,SEMA_DCAM_10,Automática,Não Certificada,Ativa,MP10,-3.82323,-60.36468,Consulta 2024
AM,Careiro Castanho,SEMA_DCAM_10,Automática,Não Certificada,Ativa,MP25,-3.82323,-60.36468,Consulta 2024
AM,Humaitá,SEMA_03,Automática,Não Certificada,Ativa,MP10,-7.50675,-63.02634,Consulta 2024
AM,Humaitá,SEMA_03,Automática,Não Certificada,Ativa,MP25,-7.50675,-63.02634,Consulta 2024
AM,Itapiranga,SEMA_DCAM_38,Automática,Não Certificada,Ativa,MP10,-2.74697,-58.02155,Consulta 2024
AM,Itapiranga,SEMA_DCAM_38,Automática,Não Certificada,Ativa,MP25,-2.74697,-58.02155,Consulta 2024
AM,Manaquiri,SEMA_DCAM_09,Automática,Não Certificada,Ativa,MP10,-3.42988,-60.46015,Consulta 2024
AM,Manaquiri,SEMA_DCAM_09,Automática,Não Certificada,Ativa,MP25,-3.42988,-60.46015,Consulta 2024
AM,Maraã,SEMA_DCAM_03,Automática,Não Certificada,Ativa,MP10,-1.85966,-65.58987,Consulta 2024
AM,Maraã,SEMA_DCAM_03,Automática,Não Certificada,Ativa,MP25,-1.85966,-65.58987,Consulta 2024
AM,Tabatinga,SEMA_DCAM_57,Automática,Não Certificada,Ativa,MP10,-4.22529,-69.93498,Consulta 2024
AM,Tabatinga,SEMA_DCAM_57,Automática,Não Certificada,Ativa,MP25,-4.22529,-69.93498,Consulta 2024
AM,Carauari,SEMA_DCAM_25,Automática,Não Certificada,Ativa,MP10,-4.87374,-66.90288,Consulta 2024
AM,Carauari,SEMA_DCAM_25,Automática,Não Certificada,Ativa,MP25,-4.87374,-66.90288,Consulta 2024
AM,Japurá,SEMA_DCAM_39,Automática,Não Certificada,Ativa,MP10,-1.87908,-66.99667,Consulta 2024
AM,Japurá,SEMA_DCAM_39,Automática,Não Certificada,Ativa,MP25,-1.87908,-66.99667,Consulta 2024
AM,Tapauá,SEMA_DCAM_58,Automática,Não Certificada,Ativa,MP10,-5.62696,-63.18686,Consulta 2024
AM,Tapauá,SEMA_DCAM_58,Automática,Não Certificada,Ativa,MP25,-5.62696,-63.18686,Consulta 2024
AM,Manaus,SEMA,Automática,Não Certificada,Ativa,MP10,-3.08212,-60.02325,Consulta 2024
AM,Manaus,SEMA,Automática,Não Certificada,Ativa,MP25,-3.08212,-60.02325,Consulta 2024
AM,Silves,SEMA_DCAM_56,Automática,Não Certificada,Ativa,MP10,-2.83611,-58.21632,Consulta 2024
AM,Silves,SEMA_DCAM_56,Automática,Não Certificada,Ativa,MP25,-2.83611,-58.21632,Consulta 2024
AM,Novo Aripuanã,SEMA_DCAM_05,Automática,Não Certificada,Ativa,MP10,-5.12504,-60.37552,Consulta 2024
AM,Novo Aripuanã,SEMA_DCAM_05,Automática,Não Certificada,Ativa,MP25,-5.12504,-60.37552,Consulta 2024
AM,Manacapuru,SEMA_DCAM_42,Automática,Não Certificada,Ativa,MP10,-3.30181,-60.62059,Consulta 2024
AM,Manacapuru,SEMA_DCAM_42,Automática,Não Certificada,Ativa,MP25,-3.30181,-60.62059,Consulta 2024
AM,Iranduba,SEMA_DCAM_35,Automática,Não Certificada,Ativa,MP10,-3.27366,-60.17769,Consulta 2024
AM,Iranduba,SEMA_DCAM_35,Automática,Não Certificada,Ativa,MP25,-3.27366,-60.17769,Consulta 2024
AM,Maués,SEMA_DCAM_01,Automática,Não Certificada,Ativa,MP10,-3.38173,-57.7152,Consulta 2024
AM,Maués,SEMA_DCAM_01,Automática,Não Certificada,Ativa,MP25,-3.38173,-57.7152,Consulta 2024
AM,UarinÍ,SEMA_DCAM_61,Automática,Não Certificada,Ativa,MP10,-2.9843,-65.15547,Consulta 2024
AM,UarinÍ,SEMA_DCAM_61,Automática,Não Certificada,Ativa,MP25,-2.9843,-65.15547,Consulta 2024
AM,Amaturá,SEMA_DCAM_13,Automática,Não Certificada,Ativa,MP10,-3.36496,-68.19907,Consulta 2024
AM,Amaturá,SEMA_DCAM_13,Automática,Não Certificada,Ativa,MP25,-3.36496,-68.19907,Consulta 2024
AM,Fonte Boa,SEMA_DCAM_31,Automática,Não Certificada,Ativa,MP10,-2.5268,-66.0881,Consulta 2024
AM,Fonte Boa,SEMA_DCAM_31,Automática,Não Certificada,Ativa,MP25,-2.5268,-66.0881,Consulta 2024
AM,Codajás,SEMA_DCAM_28,Automática,Não Certificada,Ativa,MP10,-3.83589,-62.06014,Consulta 2024
AM,Codajás,SEMA_DCAM_28,Automática,Não Certificada,Ativa,MP25,-3.83589,-62.06014,Consulta 2024
AM,Coari,SEMA_DCAM_27,Automática,Não Certificada,Ativa,MP10,-4.10964,-63.14509,Consulta 2024
AM,Coari,SEMA_DCAM_27,Automática,Não Certificada,Ativa,MP25,-4.10964,-63.14509,Consulta 2024
AM,Anori,SEMA_DCAM_15,Automática,Não Certificada,Ativa,MP10,-3.74427,-61.6567,Consulta 2024
AM,Anori,SEMA_DCAM_15,Automática,Não Certificada,Ativa,MP25,-3.74427,-61.6567,Consulta 2024
AM,Anamã,SEMA_DCAM_14,Automática,Não Certificada,Ativa,MP10,-3.58102,-61.40559,Consulta 2024
AM,Anamã,SEMA_DCAM_14,Automática,Não Certificada,Ativa,MP25,-3.58102,-61.40559,Consulta 2024
AM,Beruri,SEMA_DCAM_20,Automática,Não Certificada,Ativa,MP10,-3.90147,-61.37331,Consulta 2024
AM,Beruri,SEMA_DCAM_20,Automática,Não Certificada,Ativa,MP25,-3.90147,-61.37331,Consulta 2024
AM,Caapiranga,SEMA_DCAM_23,Automática,Não Certificada,Ativa,MP10,-3.32508,-61.21287,Consulta 2024
AM,Caapiranga,SEMA_DCAM_23,Automática,Não Certificada,Ativa,MP25,-3.32508,-61.21287,Consulta 2024
AM,Borba,SEMA_DCAM_22,Automática,Não Certificada,Ativa,MP10,-4.3939,-59.59341,Consulta 2024
AM,Borba,SEMA_DCAM_22,Automática,Não Certificada,Ativa,MP25,-4.3939,-59.59341,Consulta 2024
AM,Nova Olinda do Norte,SEMA_DCAM_45,Automática,Não Certificada,Ativa,MP10,-3.90224,-59.08877,Consulta 2024
AM,Nova Olinda do Norte,SEMA_DCAM_45,Automática,Não Certificada,Ativa,MP25,-3.90224,-59.08877,Consulta 2024
AM,Urucurituba,SEMA_DCAM_62,Automática,Não Certificada,Ativa,MP10,-3.13271,-58.15683,Consulta 2024
AM,Urucurituba,SEMA_DCAM_62,Automática,Não Certificada,Ativa,MP25,-3.13271,-58.15683,Consulta 2024
AM,Barreirinha,SEMA_DCAM_18,Automática,Não Certificada,Ativa,MP10,-2.79876,-57.06487,Consulta 2024
AM,Barreirinha,SEMA_DCAM_18,Automática,Não Certificada,Ativa,MP25,-2.79876,-57.06487,Consulta 2024
AM,Nhamundá,SEMA_DCAM_44,Automática,Não Certificada,Ativa,MP10,-2.19655,-56.71235,Consulta 2024
AM,Nhamundá,SEMA_DCAM_44,Automática,Não Certificada,Ativa,MP25,-2.19655,-56.71235,Consulta 2024
AM,Tonantins,SEMA_DCAM_60,Automática,Não Certificada,Ativa,MP10,-2.86639,-67.7842,Consulta 2024
AM,Tonantins,SEMA_DCAM_60,Automática,Não Certificada,Ativa,MP25,-2.86639,-67.7842,Consulta 2024
AM,Santo Antônio do Içá,SEMA_DCAM_52,Automática,Não Certificada,Ativa,MP10,-3.09921,-67.94507,Consulta 2024
AM,Santo Antônio do Içá,SEMA_DCAM_52,Automática,Não Certificada,Ativa,MP25,-3.09921,-67.94507,Consulta 2024
AM,São Paulo de Olivença,SEMA_DCAM_54,Automática,Não Certificada,Ativa,MP10,-3.47376,-68.9315,Consulta 2024
AM,São Paulo de Olivença,SEMA_DCAM_54,Automática,Não Certificada,Ativa,MP25,-3.47376,-68.9315,Consulta 2024
AM,Benjamin Constant,SEMA_DCAM_19,Automática,Não Certificada,Ativa,MP10,-4.38889,-70.02422,Consulta 2024
AM,Benjamin Constant,SEMA_DCAM_19,Automática,Não Certificada,Ativa,MP25,-4.38889,-70.02422,Consulta 2024
AM,Boca do Acre,SEMA_DCAM_07,Automática,Não Certificada,Ativa,MP10,-8.75385,-67.39748,Consulta 2024
AM,Boca do Acre,SEMA_DCAM_07,Automática,Não Certificada,Ativa,MP25,-8.75385,-67.39748,Consulta 2024
AM,Santo Antônio do Matupi,SEMA_DCAM_06,Automática,Não Certificada,Ativa,MP10,-7.92835,-61.57101,Consulta 2024
AM,Santo Antônio do Matupi,SEMA_DCAM_06,Automática,Não Certificada,Ativa,MP25,-7.92835,-61.57101,Consulta 2024
AM,Pauini,SEMA_DCAM_48,Automática,Não Certificada,Ativa,MP10,-7.71498,-67.00154,Consulta 2024
AM,Pauini,SEMA_DCAM_48,Automática,Não Certificada,Ativa,MP25,-7.71498,-67.00154,Consulta 2024
AM,Juruá,SEMA_DCAM_40,Automática,Não Certificada,Ativa,MP10,-3.47113,-66.06213,Consulta 2024
AM,Juruá,SEMA_DCAM_40,Automática,Não Certificada,Ativa,MP25,-3.47113,-66.06213,Consulta 2024
CE,São Gonçalo do Amarante,EFPECEM,Automática,Certificada,Inativa,O3,-3.55599,-38.83671,Consulta 2024
CE,São Gonçalo do Amarante,EFPECEM,Automática,Certificada,Inativa,CO,-3.55599,-38.83671,Consulta 2024
CE,São Gonçalo do Amarante,EFPECEM,Automática,Certificada,Inativa,NO,-3.55599,-38.83671,Consulta 2024
CE,São Gonçalo do Amarante,EFPECEM,Automática,Certificada,Inativa,NO2,-3.55599,-38.83671,Consulta 2024
CE,São Gonçalo do Amarante,EFPECEM,Automática,Certificada,Inativa,NOx,-3.55599,-38.83671,Consulta 2024
CE,São Gonçalo do Amarante,EFPECEM,Automática,Certificada,Inativa,SO2,-3.55599,-38.83671,Consulta 2024
CE,São Gonçalo do Amarante,EFPECEM,Automática,Certificada,Inativa,CH4,-3.55599,-38.83671,Consulta 2024
CE,São Gonçalo do Amarante,EFPECEM,Automática,Certificada,Inativa,NMH,-3.55599,-38.83671,Consulta 2024
CE,São Gonçalo do Amarante,EFPECEM,Automática,Certificada,Inativa,THC,-3.55599,-38.83671,Consulta 2024
CE,São Gonçalo do Amarante,EFPECEM,Automática,Certificada,Inativa,Benzeno,-3.55599,-38.83671,Consulta 2024
CE,São Gonçalo do Amarante,EFPECEM,Automática,Certificada,Inativa,Tolueno,-3.55599,-38.83671,Consulta 2024
CE,São Gonçalo do Amarante,EFPECEM,Automática,Certificada,Inativa,Etilbenzeno,-3.55599,-38.83671,Consulta 2024
CE,São Gonçalo do Amarante,EFPECEM,Automática,Certificada,Inativa,Xileno,-3.55599,-38.83671,Consulta 2024
CE,São Gonçalo do Amarante,EFPECEM,Automática,Certificada,Inativa,PTS,-3.55599,-38.83671,Consulta 2024
CE,São Gonçalo do Amarante,EFPECEM,Automática,Certificada,Inativa,MP10,-3.55599,-38.83671,Consulta 2024
CE,São Gonçalo do Amarante,EFPECEM,Automática,Certificada,Inativa,MP25,-3.55599,-38.83671,Consulta 2024
CE,São Gonçalo do Amarante,EFPECEM,Automática,Certificada,Inativa,AT,-3.55599,-38.83671,Consulta 2024
CE,São Gonçalo do Amarante,EFPECEM,Automática,Certificada,Inativa,RH,-3.55599,-38.83671,Consulta 2024
CE,São Gonçalo do Amarante,EFPECEM,Automática,Certificada,Inativa,BP,-3.55599,-38.83671,Consulta 2024
CE,São Gonçalo do Amarante,EFPECEM,Automática,Certificada,Inativa,SR,-3.55599,-38.83671,Consulta 2024
CE,São Gonçalo do Amarante,EFPECEM,Automática,Certificada,Inativa,WS,-3.55599,-38.83671,Consulta 2024
CE,São Gonçalo do Amarante,EFPECEM,Automática,Certificada,Inativa,WD,-3.55599,-38.83671,Consulta 2024
CE,São Gonçalo do Amarante,EFPECEM,Automática,Certificada,Inativa,RAIN,-3.55599,-38.83671,Consulta 2024
DF,Brasília,Rodoviária do Plano Piloto,Semiautomática,Certificada,Ativa,MP10,-15.79369,-47.88282,Consulta 2024
DF,Brasília,Fundação Jardim Zoológico de Brasília,Semiautomática,Certificada,Ativa,MP10,-15.84524,-47.94012,Consulta 2024
DF,RA Samambaia,Institutio Federal de Brasília - Campus Samambaia,Semiautomática,Certificada,Ativa,MP10,-15.86303,-48.054,Consulta 2024
DF,RA Fercal,Fercal - CRAS,Automática,Certificada,Ativa,CO,-15.60145,-47.87008,Consulta 2024
DF,RA Fercal,Fercal - CRAS,Automática,Certificada,Ativa,SO2,-15.60145,-47.87008,Consulta 2024
DF,RA Fercal,Fercal - CRAS,Automática,Certificada,Ativa,NO,-15.60145,-47.87008,Consulta 2024
DF,RA Fercal,Fercal - CRAS,Automática,Certificada,Ativa,NO2,-15.60145,-47.87008,Consulta 2024
DF,RA Fercal,Fercal - CRAS,Automática,Certificada,Ativa,NOx,-15.60145,-47.87008,Consulta 2024
DF,RA Fercal,Fercal - CRAS,Automática,Certificada,Ativa,O3,-15.60145,-47.87008,Consulta 2024
DF,RA Fercal,Fercal - CRAS,Automática,Certificada,Ativa,MP10,-15.60145,-47.87008,Consulta 2024
DF,RA Fercal,Fercal - CRAS,Automática,Certificada,Ativa,MP25,-15.60145,-47.87008,Consulta 2024
DF,RA Fercal,Fercal - CRAS,Automática,Certificada,Ativa,PTS,-15.60145,-47.87008,Consulta 2024
DF,RA Fercal,Escola Classe Queima Lençol - Fercal Escola,Automática,Certificada,Ativa,MP10,-15.58971,-47.84289,Consulta 2024
DF,RA Fercal,Escola Classe Queima Lençol - Fercal Escola,Automática,Certificada,Ativa,MP25,-15.58971,-47.84289,Consulta 2024
DF,RA Fercal,Fercal Oeste,Semiautomática,Certificada,Ativa,MP10,-15.59034,-47.88175,Consulta 2024
DF,RA Fercal,Fercal Oeste,Semiautomática,Certificada,Ativa,MP25,-15.59034,-47.88175,Consulta 2024
DF,RA Fercal,Fercal Boa Vista,Semiautomática,Certificada,Ativa,MP10,-15.59358,-47.91146,Consulta 2024
DF,RA Fercal,Fercal Boa Vista,Semiautomática,Certificada,Ativa,MP25,-15.59358,-47.91146,Consulta 2024
ES,Serra,Laranjeiras,Automática,Certificada,Ativa,MP10,-20.19614,-40.24521,Consulta 2024
ES,Serra,Laranjeiras,Automática,Certificada,Ativa,MP25,-20.19614,-40.24521,Consulta 2024
ES,Serra,Laranjeiras,Automática,Certificada,Ativa,SO2,-20.19614,-40.24521,Consulta 2024
ES,Serra,Laranjeiras,Automática,Certificada,Ativa,NOx,-20.19614,-40.24521,Consulta 2024
ES,Serra,Laranjeiras,Automática,Certificada,Ativa,O3,-20.19614,-40.24521,Consulta 2024
ES,Serra,Laranjeiras,Automática,Certificada,Ativa,CO,-20.19614,-40.24521,Consulta 2024
ES,Serra,Carapina,Automática,Certificada,Ativa,MP10,-20.2322,-40.25489,Consulta 2024
ES,Serra,Carapina,Automática,Certificada,Ativa,MP25,-20.2322,-40.25489,Consulta 2024
ES,Serra,Cidade Continental,Automática,Certificada,Ativa,MP10,-20.22062,-40.22767,Consulta 2024
ES,Serra,Cidade Continental,Automática,Certificada,Ativa,MP25,-20.22062,-40.22767,Consulta 2024
ES,Serra,Cidade Continental,Automática,Certificada,Inativa,SO2,-20.22062,-40.22767,Consulta 2024
ES,Serra,Cidade Continental,Automática,Certificada,Inativa,NOx,-20.22062,-40.22767,Consulta 2024
ES,Vitória,Jardim Camburi,Automática,Certificada,Ativa,MP10,-20.25514,-40.26967,Consulta 2024
ES,Vitória,Jardim Camburi,Automática,Certificada,Ativa,MP25,-20.25514,-40.26967,Consulta 2024
ES,Vitória,Jardim Camburi,Automática,Certificada,Ativa,SO2,-20.25514,-40.26967,Consulta 2024
ES,Vitória,Jardim Camburi,Automática,Certificada,Ativa,NOx,-20.25514,-40.26967,Consulta 2024
ES,Vitória,Enseada do Suá,Automática,Certificada,Ativa,MP10,-20.3133,-40.29069,Consulta 2024
ES,Vitória,Enseada do Suá,Automática,Certificada,Ativa,MP25,-20.3133,-40.29069,Consulta 2024
ES,Vitória,Enseada do Suá,Automática,Certificada,Ativa,PTS,-20.3133,-40.29069,Consulta 2024
ES,Vitória,Enseada do Suá,Automática,Certificada,Ativa,SO2,-20.3133,-40.29069,Consulta 2024
ES,Vitória,Enseada do Suá,Automática,Certificada,Ativa,NOx,-20.3133,-40.29069,Consulta 2024
ES,Vitória,Enseada do Suá,Automática,Certificada,Ativa,HC,-20.3133,-40.29069,Consulta 2024
ES,Vitória,Enseada do Suá,Automática,Certificada,Ativa,CO,-20.3133,-40.29069,Consulta 2024
ES,Vitória,Enseada do Suá,Automática,Certificada,Ativa,O3,-20.3133,-40.29069,Consulta 2024
ES,Vitória,Ponta Formosa,Automática,Certificada,Ativa,MP10,-20.29423,-40.28587,Consulta 2024
ES,Vitória,Ponta Formosa,Automática,Certificada,Ativa,MP25,-20.29423,-40.28587,Consulta 2024
ES,Vitória, Vitória Centro,Automática,Certificada,Ativa,MP10,-20.3207,-40.33297,Consulta 2024
ES,Vitória, Vitória Centro,Automática,Certificada,Ativa,MP25,-20.3207,-40.33297,Consulta 2024
ES,Vitória, Vitória Centro,Automática,Certificada,Ativa,SO2,-20.3207,-40.33297,Consulta 2024
ES,Vitória, Vitória Centro,Automática,Certificada,Ativa,NOx,-20.3207,-40.33297,Consulta 2024
ES,Vitória, Vitória Centro,Automática,Certificada,Ativa,O3,-20.3207,-40.33297,Consulta 2024
ES,Vitória, Vitória Centro,Automática,Certificada,Ativa,CO,-20.3207,-40.33297,Consulta 2024
ES,Vila Velha ,Ibes,Automática,Certificada,Ativa,MP10,-20.34865,-40.31742,Consulta 2024
ES,Vila Velha ,Ibes,Automática,Certificada,Ativa,MP25,-20.34865,-40.31742,Consulta 2024
ES,Vila Velha ,Ibes,Automática,Certificada,Inativa,PTS,-20.34865,-40.31742,Consulta 2024
ES,Vila Velha ,Ibes,Automática,Certificada,Ativa,SO2,-20.34865,-40.31742,Consulta 2024
ES,Vila Velha ,Ibes,Automática,Certificada,Ativa,NOX,-20.34865,-40.31742,Consulta 2024
ES,Vila Velha ,Ibes,Automática,Certificada,Ativa,CO,-20.34865,-40.31742,Consulta 2024
ES,Vila Velha ,Ibes,Automática,Certificada,Ativa,O3,-20.34865,-40.31742,Consulta 2024
ES,Vila Velha,Vila Velha Centro,Automática,Certificada,Inativa,MP10,-20.336799,-40.289865,Consulta 2024
ES,Vila Velha,Vila Velha Centro,Automática,Certificada,Inativa,MP25,-20.336799,-40.289865,Consulta 2024
ES,Vila Velha,Vila Velha Centro,Automática,Certificada,Inativa,SO2,-20.336799,-40.289865,Consulta 2024
ES,Cariacica,Vila Capixaba,Automática,Certificada,Ativa,MP10,-20.34201,-40.40218,Consulta 2024
ES,Cariacica,Vila Capixaba,Automática,Certificada,Ativa,MP25,-20.34201,-40.40218,Consulta 2024
ES,Cariacica,Vila Capixaba,Automática,Certificada,Ativa,SO2,-20.34201,-40.40218,Consulta 2024
ES,Cariacica,Vila Capixaba,Automática,Certificada,Ativa,NOx,-20.34201,-40.40218,Consulta 2024
ES,Cariacica,Vila Capixaba,Automática,Certificada,Ativa,CO,-20.34201,-40.40218,Consulta 2024
ES,Guarapari,Meaípe,Automática,Certificada,Ativa,MP10,-20.736879,-40.535095,Consulta 2024
ES,Guarapari,Meaípe,Automática,Certificada,Ativa,MP25,-20.736879,-40.535095,Consulta 2024
ES,Guarapari,Meaípe,Automática,Certificada,Ativa,SO2,-20.736879,-40.535095,Consulta 2024
ES,Guarapari,Meaípe,Automática,Certificada,Ativa,NOx,-20.736879,-40.535095,Consulta 2024
ES,Guarapari,Meaípe,Automática,Certificada,Ativa,O3,-20.736879,-40.535095,Consulta 2024
ES,Guarapari,Meaípe,Automática,Certificada,Ativa,PTS,-20.736879,-40.535095,Consulta 2024
ES,Anchieta,Mae- bá,Automática,Certificada,Ativa,MP10,-20.767417,-40.574417,Consulta 2024
ES,Anchieta,Mae- bá,Automática,Certificada,Ativa,PTS,-20.767417,-40.574417,Consulta 2024
ES,Anchieta,Mae- bá,Automática,Certificada,Ativa,NOx,-20.767417,-40.574417,Consulta 2024
ES,Anchieta,Ubu,Automática,Certificada,Ativa,MP10,-20.751894,-43.474979,Consulta 2024
ES,Anchieta,Ubu,Automática,Certificada,Ativa,PTS,-20.751894,-43.474979,Consulta 2024
ES,Anchieta,Ubu,Automática,Certificada,Ativa,NOx,-20.751894,-43.474979,Consulta 2024
ES,Anchieta,Guanabara,Automática,Certificada,Ativa,MP25,-20.770448,-43.482459,Consulta 2024
ES,Anchieta,Guanabara,Automática,Certificada,Ativa,CO,-20.770448,-43.482459,Consulta 2024
ES,Anchieta,Guanabara,Automática,Certificada,Ativa,NOx,-20.770448,-43.482459,Consulta 2024
ES,Anchieta,Guanabara,Automática,Certificada,Ativa,SO2,-20.770448,-43.482459,Consulta 2024
ES,Anchieta,Anchieta Centro,Automática,Certificada,Ativa,MP10,-20.81289,-40.633435,Consulta 2024
ES,Anchieta,Anchieta Centro,Automática,Certificada,Ativa,MP25,-20.81289,-40.633435,Consulta 2024
ES,Anchieta,Anchieta Centro,Automática,Certificada,Ativa,SO2,-20.81289,-40.633435,Consulta 2024
ES,Anchieta,Anchieta Centro,Automática,Certificada,Ativa,NOx,-20.81289,-40.633435,Consulta 2024
ES,Anchieta,Anchieta Centro,Automática,Certificada,Ativa,PTS,-20.81289,-40.633435,Consulta 2024
ES,Anchieta,Anchieta Centro,Automática,Certificada,Ativa,CO,-20.81289,-40.633435,Consulta 2024
ES,Anchieta,Belo Horizonte,Automática,Certificada,Ativa,MP10,-20.741859,-40.608906,Consulta 2024
ES,Anchieta,Belo Horizonte,Automática,Certificada,Ativa,MP25,-20.741859,-40.608906,Consulta 2024
ES,Anchieta,Belo Horizonte,Automática,Certificada,Ativa,PTS,-20.741859,-40.608906,Consulta 2024
ES,Anchieta,Belo Horizonte,Automática,Certificada,Ativa,SO2,-20.741859,-40.608906,Consulta 2024
ES,Anchieta,Belo Horizonte,Automática,Certificada,Ativa,NOx,-20.741859,-40.608906,Consulta 2024
ES,Anchieta,Belo Horizonte,Automática,Certificada,Ativa,CO,-20.741859,-40.608906,Consulta 2024
ES,Anchieta,Belo Horizonte,Automática,Certificada,Ativa,O3,-20.741859,-40.608906,Consulta 2024
GO,Goiânia,Goiânia - HUGOL,Automática,Não Certificada,Ativa,SO2,-16.64707,-49.33768,Consulta 2024
GO,Goiânia,Goiânia - HUGOL,Automática,Não Certificada,Ativa,NO2,-16.64707,-49.33768,Consulta 2024
GO,Goiânia,Goiânia - HUGOL,Automática,Não Certificada,Ativa,O3,-16.64707,-49.33768,Consulta 2024
GO,Goiânia,Goiânia - HUGOL,Automática,Não Certificada,Ativa,CO,-16.64707,-49.33768,Consulta 2024
GO,Goiânia,Goiânia - HUGOL,Automática,Não Certificada,Ativa,VOC,-16.64707,-49.33768,Consulta 2024
GO,Goiânia,Goiânia - HUGOL,Automática,Não Certificada,Ativa,MP25,-16.64707,-49.33768,Consulta 2024
GO,Goiânia,Goiânia - HUGOL,Automática,Não Certificada,Ativa,MP10,-16.64707,-49.33768,Consulta 2024
GO,Catalão,Catalão - UFCAT,Automática,Não Certificada,Ativa,SO2,-18.1556,-47.92974,Consulta 2024
GO,Catalão,Catalão - UFCAT,Automática,Não Certificada,Ativa,NO2,-18.1556,-47.92974,Consulta 2024
GO,Catalão,Catalão - UFCAT,Automática,Não Certificada,Ativa,O3,-18.1556,-47.92974,Consulta 2024
GO,Catalão,Catalão - UFCAT,Automática,Não Certificada,Ativa,CO,-18.1556,-47.92974,Consulta 2024
GO,Catalão,Catalão - UFCAT,Automática,Não Certificada,Ativa,VOC,-18.1556,-47.92974,Consulta 2024
GO,Catalão,Catalão - UFCAT,Automática,Não Certificada,Ativa,MP25,-18.1556,-47.92974,Consulta 2024
GO,Catalão,Catalão - UFCAT,Automática,Não Certificada,Ativa,MP10,-18.1556,-47.92974,Consulta 2024
MS,Três Lagoas,Suzano TLS1-VCPTL - Três Lagoas,Automática,Certificada,Ativa,PTS,-20.80828,-51.71752,Consulta 2024
MS,Três Lagoas,Suzano TLS1-VCPTL - Três Lagoas,Automática,Certificada,Ativa,MP10,-20.80828,-51.71752,Consulta 2024
MS,Três Lagoas,Suzano TLS1-VCPTL - Três Lagoas,Automática,Certificada,Ativa,SO2,-20.80828,-51.71752,Consulta 2024
MS,Três Lagoas,Suzano TLS1-VCPTL - Três Lagoas,Automática,Certificada,Ativa,ERT,-20.80828,-51.71752,Consulta 2024
MS,Três Lagoas,Suzano TLS1-VCPTL - Três Lagoas,Automática,Certificada,Ativa,NO2,-20.80828,-51.71752,Consulta 2024
MS,Três Lagoas,Suzano TLS1-VCPTL - Três Lagoas,Automática,Certificada,Ativa,NO,-20.80828,-51.71752,Consulta 2024
MS,Três Lagoas,Suzano TLS1-VCPTL - Três Lagoas,Automática,Certificada,Ativa,NOX,-20.80828,-51.71752,Consulta 2024
MS,Três Lagoas,Suzano TLS1-VCPTL - Três Lagoas,Automática,Certificada,Ativa,CO,-20.80828,-51.71752,Consulta 2024
MS,Três Lagoas,Suzano TLS1-VCPTL - Três Lagoas,Automática,Certificada,Ativa,O3,-20.80828,-51.71752,Consulta 2024
MS,Três Lagoas,Eldorado Brasil Celulose S.A.,Automática,Certificada,Ativa,PTS,-20.76346,-51.6932,Consulta 2024
MS,Três Lagoas,Eldorado Brasil Celulose S.A.,Automática,Certificada,Ativa,MP10,-20.76346,-51.6932,Consulta 2024
